g,h,Value
block106,block18,14048
block106,block19,13668
block106,block2,17183
block106,block20,13255
block106,block21,15404
block106,block22,14792
block106,block23,13280
block106,block24,14229
block106,block25,13688
block106,block26,12327
block106,block27,13361
block106,block28,13757
block106,block29,13315
block106,block3,16870
block106,block30,12817
block106,block31,10438
block106,block32,12156
block106,block33,12419
block106,block34,11830
block106,block35,11474
block106,block36,11592
block106,block37,11207
block106,block38,11577
block106,block39,10822
block106,block4,16081
block106,block40,11109
block106,block41,8835
block106,block42,10535
block106,block43,9862
block106,block44,9340
block106,block45,10451
block106,block46,9775
block106,block47,10124
block106,block48,9052
block106,block49,8371
block106,block5,15289
block106,block50,10153
block106,block51,9647
block106,block52,8234
block106,block53,7537
block106,block54,8188
block106,block55,9999
block106,block56,9114
block106,block57,8981
block106,block58,9780
block106,block59,9410
block106,block6,16363
block106,block60,14432
block106,block61,12775
block106,block62,11145
block106,block63,10942
block106,block64,9867
block106,block65,8836
block106,block66,8764
block106,block67,12510
block106,block68,11306
block106,block69,8017
block106,block7,15608
block106,block70,9681
block106,block71,7515
block106,block72,7022
block106,block73,8986
block106,block74,6235
block106,block75,7146
block106,block76,6497
block106,block77,7531
block106,block78,7666
block106,block79,8267
block106,block8,17143
block106,block80,8083
block106,block81,6809
block106,block82,6213
block106,block83,5924
block106,block84,5592
block106,block85,7047
block106,block86,7247
block106,block87,6892
block106,block88,6315
block106,block89,5424
block106,block9,16605
block106,block90,7030
block106,block91,6454
block106,block92,6367
block106,block93,5174
block106,block94,5256
block106,block95,4756
block106,block96,5169
block106,block97,2840
block106,block98,3557
block106,block99,4914
block106,C1,13934
block106,C10,5996
block106,C11,9999
block106,C12,17840
block106,C13,9771
block106,C14,10158
block106,C15,9101
block106,C16,8240
block106,C17,9084
block106,C18,1645
block106,C19,11592
block106,C2,6131
block106,C20,16841
block106,C21,12273
block106,C22,15168
block106,C23,5297
block106,C24,4738
block106,C25,7172
block106,C26,5918
block106,C27,9088
block106,C28,5786
block106,C29,15585
block106,C3,15486
block106,C30,8355
block106,C31,13645
block106,C32,11525
block106,C33,12677
block106,C34,15848
block106,C35,17815
block106,C36,9117
block106,C37,4217
block106,C38,6003
block106,C39,1444
block106,C4,5889
block106,C40,7244
block106,C41,13983
block106,C42,8973
block106,C43,10801
block106,C44,14793
block106,C45,9259
block106,C46,3735
block106,C47,3368
block106,C48,3482
block106,C49,8034
block106,C5,9265
block106,C50,5727
block106,C51,9166
block106,C52,6259
block106,C53,9464
block106,C54,1078
block106,C6,10469
block106,C7,9568
block106,C8,6206
block106,C9,16700
block107,block1,15973
block107,block10,14360
block107,block100,4250
block107,block101,4948
block107,block102,3702
block107,block103,2580
block107,block104,2431
block107,block105,4295
block107,block106,3374
block107,block107,0
block107,block108,1732
block107,block109,2068
block107,block11,13944
block107,block110,8264
block107,block111,7371
block107,block112,7463
block107,block113,7606
block107,block114,8781
block107,block115,8374
block107,block116,7482
block107,block117,6428
block107,block118,5140
block107,block119,8083
block107,block12,13404
block107,block120,4030
block107,block121,1737
block107,block122,2641
block107,block123,1906
block107,block124,1916
block107,block125,1748
block107,block126,14098
block107,block127,9055
block107,block128,8184
block107,block129,2708
block107,block13,12986
block107,block130,3035
block107,block131,2566
block107,block132,2963
block107,block133,3703
block107,block134,6277
block107,block135,11791
block107,block14,15499
block107,block15,15215
block107,block16,14472
block107,block17,13973
block107,block18,12167
block107,block19,11787
block107,block2,15302
block107,block20,11374
block107,block21,13523
block107,block22,12911
block107,block23,11399
block107,block24,12348
block107,block25,11807
block107,block26,10446
block107,block27,11480
block107,block28,11876
block107,block29,11434
block107,block3,14989
block107,block30,10936
block107,block31,8645
block107,block32,10275
block107,block33,10538
block107,block34,9949
block107,block35,9593
block107,block36,9711
block107,block37,9326
block107,block38,9696
block107,block39,8941
block107,block4,14200
block107,block40,9228
block107,block41,7042
block107,block42,8741
block107,block43,8069
block107,block44,7546
block107,block45,8658
block107,block46,7981
block107,block47,8080
block107,block48,7009
block107,block49,6577
block107,block5,13408
block107,block50,6449
block107,block51,5817
block107,block52,6440
block107,block53,5743
block107,block54,6146
block107,block55,7955
block107,block56,7070
block107,block57,6937
block107,block58,7736
block107,block59,7367
block107,block6,14482
block107,block60,12551
block107,block61,10894
block107,block62,11718
block107,block63,11515
block107,block64,11991
block107,block65,11314
block107,block66,11684
block107,block67,10629
block107,block68,9425
block107,block69,8432
block107,block7,13727
block107,block70,7801
block107,block71,8194
block107,block72,7714
block107,block73,7106
block107,block74,8223
block107,block75,8984
block107,block76,8500
block107,block77,11268
block107,block78,11970
block107,block79,12324
block107,block8,15262
block107,block80,6202
block107,block81,7444
block107,block82,7159
block107,block83,8163
block107,block84,7917
block107,block85,8853
block107,block86,10659
block107,block87,8698
block107,block88,9726
block107,block89,3630
block107,block9,14724
block107,block90,5237
block107,block91,4573
block107,block92,5102
block107,block93,4183
block107,block94,7559
block107,block95,6562
block107,block96,6114
block107,block97,5701
block107,block98,6165
block107,block99,3525
block107,C1,12053
block107,C10,4115
block107,C11,6372
block107,C12,15959
block107,C13,7727
block107,C14,8277
block107,C15,5395
block107,C16,6198
block107,C17,7134
block107,C18,2199
block107,C19,9711
block107,C2,4133
block107,C20,14960
block107,C21,10392
block107,C22,13287
block107,C23,3416
block107,C24,6330
block107,C25,8978
block107,C26,7724
block107,C27,7294
block107,C28,7703
block107,C29,13704
block107,C3,13605
block107,C30,8531
block107,C31,11764
block107,C32,12098
block107,C33,10796
block107,C34,13967
block107,C35,15934
block107,C36,7323
block107,C37,1666
block107,C38,5011
block107,C39,2867
block107,C4,4096
block107,C40,5363
block107,C41,9317
block107,C42,7092
block107,C43,9007
block107,C44,12912
block107,C45,11247
block107,C46,1942
block107,C47,1574
block107,C48,4567
block107,C49,12389
block107,C5,7412
block107,C50,5792
block107,C51,7122
block107,C52,4465
block107,C53,7514
block107,C54,4341
block107,C6,8425
block107,C7,5419
block107,C8,5214
block107,C9,14819
block108,block1,16211
block108,block10,14599
block108,block100,4227
block108,block101,3835
block108,block102,3853
block108,block103,1513
block108,block104,1364
block108,block105,3228
block108,block106,2307
block108,block107,1514
block108,block108,0
block108,block109,795
block108,block11,14182
block108,block110,8503
block108,block111,7772
block108,block112,7701
block108,block113,7845
block108,block114,9019
block108,block115,8613
block108,block116,7721
block108,block117,6829
block108,block118,5541
block108,block119,8322
block108,block12,13643
block108,block120,4320
block108,block121,1888
block108,block122,2879
block108,block123,2144
block108,block124,2154
block108,block125,2493
block108,block126,14337
block108,block127,12079
block108,block128,8585
block108,block129,2947
block108,block13,13225
block108,block130,3273
block108,block131,3005
block108,block132,3202
block108,block133,3941
block108,block134,8340
block108,block135,12030
block108,block14,15738
block108,block15,15454
block108,block16,14710
block108,block17,14212
block108,block18,12405
block108,block19,12026
block108,block2,15541
block108,block20,11612
block108,block21,13762
block108,block22,13149
block108,block23,11638
block108,block24,12587
block108,block25,12045
block108,block26,10685
block108,block27,11719
block108,block28,12115
block108,block29,11672
block108,block3,15228
block108,block30,11175
block108,block31,8796
block108,block32,10514
block108,block33,10777
block108,block34,10187
block108,block35,9832
block108,block36,9950
block108,block37,9565
block108,block38,9935
block108,block39,9180
block108,block4,14439
block108,block40,9467
block108,block41,7193
block108,block42,8892
block108,block43,8220
block108,block44,7698
block108,block45,8809
block108,block46,8133
block108,block47,8481
block108,block48,7409
block108,block49,6729
block108,block5,13647
block108,block50,8511
block108,block51,8005
block108,block52,6591
block108,block53,5895
block108,block54,6545
block108,block55,8357
block108,block56,7472
block108,block57,7339
block108,block58,8137
block108,block59,7768
block108,block6,14721
block108,block60,12790
block108,block61,11133
block108,block62,11957
block108,block63,11754
block108,block64,12229
block108,block65,11552
block108,block66,9503
block108,block67,10868
block108,block68,9663
block108,block69,8670
block108,block7,13966
block108,block70,8039
block108,block71,8432
block108,block72,7952
block108,block73,7344
block108,block74,8461
block108,block75,7885
block108,block76,7236
block108,block77,8270
block108,block78,8405
block108,block79,9005
block108,block8,15501
block108,block80,6441
block108,block81,7683
block108,block82,7398
block108,block83,8401
block108,block84,6331
block108,block85,7785
block108,block86,9020
block108,block87,7631
block108,block88,8087
block108,block89,3782
block108,block9,14963
block108,block90,5388
block108,block91,4812
block108,block92,5340
block108,block93,4334
block108,block94,5995
block108,block95,5495
block108,block96,5907
block108,block97,4633
block108,block98,5097
block108,block99,3676
block108,C1,12292
block108,C10,4353
block108,C11,6774
block108,C12,16198
block108,C13,8128
block108,C14,8516
block108,C15,7458
block108,C16,6598
block108,C17,7373
block108,C18,638
block108,C19,9950
block108,C2,4489
block108,C20,15199
block108,C21,10630
block108,C22,13526
block108,C23,3654
block108,C24,5476
block108,C25,7911
block108,C26,6657
block108,C27,7445
block108,C28,6525
